tick,population,births,deaths,moves,attacks,mean_internal_energy
1,3,0,0,0,0,49.79999999999999
2,3,0,0,0,0,49.599999999999994
3,3,0,0,0,0,49.4
4,3,0,0,0,0,49.19999999999999
5,3,0,0,0,0,48.99999999999998
