tick,population,births,deaths,moves,attacks,mean_internal_energy
9143,252,0,1,0,1,94.75924603174603
9144,251,0,1,0,1,95.18318725099601
9145,251,0,0,0,0,95.20290836653386
9146,250,0,1,1,1,95.63968
9147,249,0,1,0,1,95.75429718875502
9148,249,0,0,0,0,95.89325301204819
9149,248,0,1,0,1,96.17366935483871
9150,248,1,1,0,1,96.01741935483871
9151,248,0,0,0,0,96.0924193548387
9152,247,0,1,0,1,96.51465587044534
9153,246,0,1,0,1,96.8069918699187
9154,247,1,0,0,0,96.47963562753037
9155,247,0,0,0,0,96.48773279352227
9156,247,0,0,0,0,96.55959514170041
9157,247,0,0,0,0,96.64886639676114
9158,247,0,0,0,0,96.70595141700404
9159,247,1,1,1,1,96.3606072874494
9160,247,0,0,1,0,96.52032388663967
9161,247,0,0,0,0,96.59461538461538
9162,247,1,1,0,1,96.60838056680163
9163,246,1,2,0,2,96.82792682926828
9164,246,0,0,0,0,96.8909349593496
9165,246,1,1,0,1,96.65577235772358
9166,245,0,1,0,1,97.02824489795918
9167,245,0,0,0,0,97.0198775510204
9168,245,0,0,0,0,97.13742857142856
9169,244,0,1,2,1,97.44536885245901
9170,244,0,0,0,0,97.48348360655739
9171,245,1,0,0,0,97.08844897959183
9172,245,0,0,0,0,97.20069387755102
9173,245,0,0,1,0,97.25183673469388
9174,246,1,0,0,0,96.99674796747968
9175,246,0,0,0,0,97.08170731707317
9176,246,1,1,0,1,97.08760162601625
9177,246,0,0,0,0,97.1430894308943
9178,246,0,0,0,0,97.21849593495935
9179,246,1,1,0,1,96.86422764227642
9180,246,0,0,0,0,96.88313008130082
