tick,population,births,deaths,moves,absorptions,mean_internal_energy
3612,50,0,0,0,4,2497.9029864583613
3613,50,0,0,0,4,2499.6129864583613
3614,50,0,0,0,4,2500.6829864583615
3615,50,0,0,1,4,2502.142986458361
3616,50,0,0,0,4,2503.772986458361
3617,50,0,0,1,5,2505.2329864583608
3618,50,0,0,1,5,2506.0529864583605
3619,50,0,0,1,5,2507.3529864583606
3620,50,0,0,0,5,2508.1029864583606
3621,50,0,0,0,5,2509.4129864583606
3622,50,0,0,0,5,2510.7229864583605
3623,50,0,0,0,5,2512.2729864583603
3624,50,0,0,0,5,2513.74298645836
3625,51,1,0,0,7,2465.2284180964316
3626,51,0,0,0,7,2466.111751429765
3627,51,0,0,0,7,2467.387241625843
3628,50,0,1,0,7,2517.9577444301203
3629,50,0,0,0,5,2519.1877444301203
3630,50,0,0,0,5,2520.57774443012
3631,50,1,1,0,6,2521.4495633589213
3632,51,1,0,1,5,2473.2446699597267
3633,52,1,0,0,6,2426.8178493835776
3634,52,0,0,0,6,2427.906310922039
3635,52,0,0,0,6,2428.956310922039
3636,51,0,1,0,6,2478.0095180847425
3637,51,0,0,0,5,2479.1281455357225
3638,51,0,0,0,5,2480.6389298494482
3639,50,0,1,0,5,2531.794766957437
3640,52,2,0,0,6,2435.1391989975355
3641,53,1,0,0,8,2390.0724216579592
3642,52,0,1,0,8,2437.0392415101273
3643,52,0,0,0,7,2438.512318433204
3644,53,1,0,0,8,2394.136614311823
3645,53,0,0,0,7,2395.196048274087
3646,53,0,0,0,7,2395.802652047672
3647,54,1,0,0,9,2352.8090844171593
3648,54,0,0,1,8,2354.2757510838255
3649,54,0,0,0,9,2355.233158491233
3650,53,0,1,0,9,2400.724719070773
3651,53,0,0,0,8,2402.08603982549
3652,53,0,0,0,7,2403.2964171839803
3653,53,0,0,0,8,2404.3711311136276
3654,53,0,0,0,8,2405.5060367740048
3655,53,0,0,0,7,2406.8673575287216
3656,52,0,1,0,8,2454.2374504454338
3657,52,0,0,1,7,2456.0086042915873
3658,51,0,1,1,6,2506.1305483774513
3659,51,0,0,0,5,2507.8766268088234
3660,51,0,0,0,4,2508.995254259804
3661,51,0,0,1,4,2510.4178032794116
3662,51,0,0,0,5,2511.2227052401954
3663,51,0,0,0,5,2512.890352299019
3664,50,0,1,0,5,2564.6109117302803
3665,50,0,0,0,3,2565.60091173028
3666,50,0,0,0,3,2566.7509117302798
3667,50,0,0,0,3,2568.26091173028
3668,50,0,0,0,3,2569.73091173028
3669,50,0,0,1,3,2571.0309117302795
3670,50,0,0,0,3,2572.1809117302796
3671,50,0,0,0,3,2573.3309117302797
3672,50,0,0,0,3,2574.383255844333
3673,50,0,0,0,3,2575.7732558443327
3674,50,0,0,0,3,2577.1632558443325
3675,50,0,0,0,3,2578.0732558443324
3676,50,0,0,0,3,2579.8632558443323
3677,50,0,0,0,3,2580.9332558443325
3678,50,0,0,0,3,2582.243255844332
3679,50,0,0,0,3,2583.393255844332
3680,51,1,0,0,4,2533.826721416012
3681,52,1,0,0,5,2486.0810152349345
3682,52,0,0,0,5,2487.169476773396
3683,52,0,0,0,5,2488.2579383118577
3684,52,0,0,0,5,2489.577169081088
3685,51,0,1,0,5,2539.8194220788173
3686,51,0,0,1,4,2540.536088745484
3687,51,0,0,0,4,2541.105696588621
3688,51,0,0,0,4,2542.4596181572483
3689,51,0,0,0,4,2543.7351083533267
3690,51,0,0,0,4,2545.010598549405
3691,51,0,0,0,4,2546.1292260003856
3692,51,0,0,0,4,2547.2478534513657
3693,51,0,0,0,4,2548.209618157248
3694,51,0,0,0,4,2549.563539725875
3695,52,2,1,1,5,2500.930191154237
3696,52,0,0,0,4,2502.1724988465444
3697,52,0,0,0,4,2503.4532680773136
3698,52,0,0,0,4,2505.003268077314
3699,52,0,0,1,4,2506.235960385006
3700,53,1,0,0,6,2459.795495557351
3701,53,0,0,1,6,2461.7511559347095
3702,53,0,0,0,6,2462.9615332932
3703,53,0,0,0,6,2464.3228540479167
3704,54,1,0,0,7,2419.393727121104
3705,54,0,0,0,7,2420.2029863803627
