tick,population,births,deaths,moves,absorptions,mean_internal_energy
2350,75,0,0,0,9,87.83236836415198
2351,74,0,1,1,7,89.25906957938663
2352,74,0,0,0,7,89.24636899132271
2353,74,1,1,0,8,89.21851048142133
2354,73,0,1,0,7,90.39497494140683
2355,73,0,0,0,6,90.53226718907759
2356,72,0,1,0,6,91.70634901565904
2357,72,0,0,1,5,91.62752258001422
2358,72,0,0,0,5,91.58769294481142
2359,72,0,0,0,5,91.4539728574758
2360,72,0,0,0,5,91.50876064872169
2361,72,1,1,1,6,91.47497994330834
2362,72,0,0,0,5,91.33111014508083
2363,71,0,1,0,5,92.39876346074543
2364,70,0,1,0,4,93.71307236163167
2365,71,1,0,0,4,92.63127221959712
2366,72,1,0,0,6,91.50061773769932
2367,72,0,0,1,6,91.44989169832093
2368,73,1,0,0,7,90.29276550054142
2369,74,1,0,0,8,89.15754063542995
2370,74,0,0,0,8,89.23830157242462
2371,73,0,1,0,8,90.48510162410192
2372,73,0,0,0,6,90.52179089413036
2373,73,0,0,0,6,90.55381701253171
2374,75,2,0,0,8,88.26159631574025
2375,75,0,0,1,8,88.20702534049838
2376,75,0,0,0,8,88.14705937065322
2377,75,0,0,0,8,88.06552992245398
2378,75,0,0,1,7,87.87558473253587
2379,74,0,1,0,7,89.07368254108735
2380,74,0,0,0,6,89.17199769183121
2381,74,0,0,1,6,89.35283909446862
2382,74,0,0,0,6,89.10730455835443
2383,74,0,0,0,6,89.34914659929072
2384,74,0,0,1,6,89.53656302194814
2385,73,0,1,1,5,90.69655186911349
2386,74,1,0,0,5,89.52523180458621
2387,74,0,0,1,5,89.72559994955958
2388,74,0,0,2,5,89.81490533423491
2389,74,0,0,1,5,89.80949898934206
2390,74,0,0,0,5,89.80337000271088
2391,74,0,0,0,5,89.90144457693391
2392,74,0,0,0,5,89.97904359736332
2393,73,0,1,0,5,91.1680304806523
2394,73,0,0,0,4,91.18528687706527
2395,73,0,0,0,4,91.0806231776811
2396,74,1,0,0,5,90.21293482340798
2397,74,0,0,0,5,90.17538908078545
2398,74,0,0,0,5,90.2272700275181
2399,74,0,0,0,5,90.08951918889356
2400,75,1,0,0,7,89.2812066206126
2401,75,0,0,1,7,89.2846057483846
2402,75,0,0,0,7,89.4007951245717
2403,75,0,0,0,7,89.32287562123601
2404,75,0,0,1,7,89.35560720736768
2405,75,0,0,1,7,89.37796117575034
2406,75,0,0,0,7,89.3492003117731
2407,76,1,0,0,8,88.24035852648638
2408,75,0,1,0,8,89.52182627621443
2409,74,1,2,0,9,90.79012446595837
2410,73,0,1,1,5,92.30600871301355
2411,73,1,1,0,6,92.18005132507821
2412,73,0,0,1,4,92.19890537108081
2413,73,0,0,0,4,92.28742102456539
2414,73,0,0,0,4,92.3490414458778
2415,73,1,1,0,5,92.35568311971961
2416,73,0,0,0,4,92.39115109876543
2417,73,0,0,0,4,92.43898970439571
2418,72,0,1,0,4,93.56811108314156
2419,72,0,0,1,3,93.54810777823825
2420,71,0,1,0,3,94.99171945175956
2421,71,0,0,0,2,94.95976220075482
2422,71,0,0,0,2,94.87080181620705
2423,72,1,0,1,3,93.65904420580802
2424,72,0,0,0,3,93.82379389618625
2425,72,0,0,0,3,93.83432701278434
2426,72,0,0,1,3,94.01385297218079
2427,72,0,0,0,3,93.87674336598053
2428,73,1,0,0,4,92.60027668764526
2429,74,1,0,1,5,91.65624388329671
2430,75,1,0,0,6,90.47146483275516
2431,76,1,0,0,9,89.23564784568858
2432,76,0,0,0,9,89.10722102556997
2433,77,1,0,0,10,87.90903033912998
2434,78,2,1,1,12,86.72424507322563
2435,77,0,1,1,10,87.90062978739756
2436,78,1,0,1,10,86.9117623404873
2437,77,0,1,0,10,88.05944192983415
2438,77,1,1,1,10,88.19733614829974
2439,77,0,0,0,8,88.30411032947916
2440,78,1,0,0,9,87.18665800399503
2441,78,0,0,0,9,87.4188307637284
2442,78,0,0,0,9,87.44564339490071
2443,77,0,1,1,10,88.53181017160733
2444,77,0,0,0,10,88.53250042453345
2445,77,0,0,0,10,88.59535868259155
2446,77,0,0,0,10,88.5738611336478
2447,77,2,2,1,13,88.56129099688006
2448,76,0,1,0,9,89.83543660877639
2449,76,0,0,0,8,89.98773596170749
2450,77,1,0,1,9,88.85327654168428
2451,78,1,0,0,10,87.90132930383935
2452,78,0,0,0,10,87.83600049797198
2453,78,0,0,0,10,87.89147827088091
2454,78,0,0,0,10,87.97305398419606
2455,79,1,0,0,13,86.93543214944052
2456,79,0,0,0,13,87.08744277647557
2457,78,0,1,1,13,88.18901242224409
2458,79,1,0,1,11,87.24071962688637
2459,79,1,1,0,13,87.34347335994481
2460,79,0,0,0,12,87.26451113823319
2461,81,2,0,0,15,85.04020080987816
2462,81,0,0,0,15,84.9602903565519
2463,81,0,0,0,15,85.16652335560865
2464,81,0,0,0,15,85.22928302179793
2465,80,0,1,0,15,86.23663320932785
2466,80,0,0,0,13,86.39883042174243
2467,80,0,0,0,13,86.3852754011097
2468,80,0,0,0,13,86.23889102558434
2469,80,0,0,0,13,86.20004038327775
2470,80,1,1,1,14,86.26572837489071
2471,81,1,0,0,15,85.2633118898038
2472,81,0,0,0,15,85.28448843869648
2473,80,0,1,1,15,86.29620862779616
2474,79,1,2,1,15,87.18181254292685
2475,79,0,0,0,12,87.18439210455666
2476,78,0,1,1,12,88.13097818906368
